+-----+-----------------+----------------+-------------------+------------------+--------------------+---------------+-----------------+------------+---------------------------------------------------------------------+---------------------+---------------------+---------------------+---------------------+---------------------+-------------------+------------------+-------------------+
|     |   mean_fit_time |   std_fit_time |   mean_score_time |   std_score_time |   param_batch_size |   param_epoch | param_loss_fn   |   param_lr | params                                                              |   split0_test_score |   split1_test_score |   split2_test_score |   split3_test_score |   split4_test_score |   mean_test_score |   std_test_score |   rank_test_score |
| 162 |         2.38164 |    0.0115581   |        0.00913229 |      8.41099e-05 |               1024 |            25 | MSE             |     0.0001 | {'batch_size': 1024, 'epoch': 25, 'loss_fn': 'MSE', 'lr': 0.0001}   |            0.932979 |            0.90197  |            0.902131 |            0.879911 |            0.867708 |          0.89694  |       0.0223409  |                11 |
| 163 |         2.37452 |    0.00602613  |        0.00917368 |      8.97717e-05 |               1024 |            25 | MSE             |     1e-05  | {'batch_size': 1024, 'epoch': 25, 'loss_fn': 'MSE', 'lr': 1e-05}    |            1.0489   |            1.01758  |            1.04506  |            0.983466 |            1.06626  |          1.03225  |       0.0289583  |                 1 |
| 164 |         2.39597 |    0.0117687   |        0.00916462 |      2.70007e-05 |               1024 |            25 | Mean            |     0.01   | {'batch_size': 1024, 'epoch': 25, 'loss_fn': 'Mean', 'lr': 0.01}    |            0.331672 |            0.326373 |            0.321026 |            0.324966 |            0.315491 |          0.323906 |       0.0054155  |                84 |
| 165 |         2.41588 |    0.0111978   |        0.00979333 |      0.00106318  |               1024 |            25 | Mean            |     0.001  | {'batch_size': 1024, 'epoch': 25, 'loss_fn': 'Mean', 'lr': 0.001}   |            0.357455 |            0.363959 |            0.362883 |            0.384795 |            0.354467 |          0.364712 |       0.0106287  |                64 |
| 166 |         2.40271 |    0.0175433   |        0.00935225 |      0.000153144 |               1024 |            25 | Mean            |     0.0001 | {'batch_size': 1024, 'epoch': 25, 'loss_fn': 'Mean', 'lr': 0.0001}  |            0.684802 |            0.75902  |            0.677621 |            0.69396  |            0.731843 |          0.709449 |       0.0310459  |                26 |
| 167 |         2.40668 |    0.0110312   |        0.00922256 |      6.81924e-05 |               1024 |            25 | Mean            |     1e-05  | {'batch_size': 1024, 'epoch': 25, 'loss_fn': 'Mean', 'lr': 1e-05}   |            0.802344 |            0.816988 |            0.764782 |            0.739319 |            0.782504 |          0.781187 |       0.0273975  |                17 |
| 168 |         4.85087 |    0.132852    |        0.0102903  |      0.00139455  |               1024 |            50 | MSE             |     0.01   | {'batch_size': 1024, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 0.01}     |            0.228466 |            0.220823 |            0.206101 |            0.226812 |            0.224095 |          0.221259 |       0.00800946 |               162 |
| 169 |         4.87119 |    0.0686011   |        0.00944486 |      0.000245194 |               1024 |            50 | MSE             |     0.001  | {'batch_size': 1024, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 0.001}    |            0.252075 |            0.256726 |            0.509007 |            0.25937  |            0.250951 |          0.305626 |       0.101736   |               109 |
| 170 |         4.77312 |    0.0311159   |        0.00936642 |      0.00021036  |               1024 |            50 | MSE             |     0.0001 | {'batch_size': 1024, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 0.0001}   |            0.548823 |            0.507119 |            0.40039  |            0.581674 |            0.734626 |          0.554526 |       0.108822   |                37 |
| 171 |         5.22054 |    0.0354215   |        0.0105958  |      0.000393332 |               1024 |            50 | MSE             |     1e-05  | {'batch_size': 1024, 'epoch': 50, 'loss_fn': 'MSE', 'lr': 1e-05}    |            0.991848 |            0.982593 |            0.98727  |            0.979077 |            1.00868  |          0.989893 |       0.0103327  |                 6 |
| 172 |         5.2361  |    0.067642    |        0.0104739  |      8.55431e-05 |               1024 |            50 | Mean            |     0.01   | {'batch_size': 1024, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 0.01}    |            0.309208 |            0.300667 |            0.314088 |            0.308208 |            0.300062 |          0.306447 |       0.00535309 |               105 |
| 173 |         5.27459 |    0.0167321   |        0.0104835  |      0.000445467 |               1024 |            50 | Mean            |     0.001  | {'batch_size': 1024, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 0.001}   |            0.337362 |            0.337326 |            0.334128 |            0.343471 |            0.33282  |          0.337022 |       0.00368339 |                77 |
| 174 |         5.20915 |    0.0530324   |        0.00964575 |      0.000354209 |               1024 |            50 | Mean            |     0.0001 | {'batch_size': 1024, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 0.0001}  |            0.522174 |            0.540814 |            0.502447 |            0.473045 |            0.582075 |          0.524111 |       0.0366596  |                41 |
| 175 |         5.07332 |    0.138467    |        0.00993695 |      0.00103038  |               1024 |            50 | Mean            |     1e-05  | {'batch_size': 1024, 'epoch': 50, 'loss_fn': 'Mean', 'lr': 1e-05}   |            0.780822 |            0.758172 |            0.752329 |            0.74518  |            0.752927 |          0.757886 |       0.0121909  |                23 |
| 176 |         9.96319 |    0.361221    |        0.0104758  |      0.000856452 |               1024 |           100 | MSE             |     0.01   | {'batch_size': 1024, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 0.01}    |            0.21025  |            0.217201 |            0.210572 |            0.213416 |            0.209327 |          0.212153 |       0.00286999 |               183 |
| 177 |         9.7344  |    0.157696    |        0.0097589  |      0.000395373 |               1024 |           100 | MSE             |     0.001  | {'batch_size': 1024, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 0.001}   |            0.227494 |            0.228188 |            0.222166 |            0.235305 |            0.22528  |          0.227687 |       0.00434963 |               156 |
| 178 |         9.22278 |    0.0395182   |        0.00932603 |      0.000268326 |               1024 |           100 | MSE             |     0.0001 | {'batch_size': 1024, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 0.0001}  |            0.351002 |            0.346233 |            0.365581 |            0.365351 |            0.357651 |          0.357164 |       0.00768849 |                67 |
| 179 |         9.24654 |    0.085769    |        0.00928779 |      0.000241169 |               1024 |           100 | MSE             |     1e-05  | {'batch_size': 1024, 'epoch': 100, 'loss_fn': 'MSE', 'lr': 1e-05}   |            1.0703   |            0.969625 |            0.956192 |            0.97511  |            0.98632  |          0.991509 |       0.0405704  |                 5 |
| 180 |         9.42993 |    0.0889538   |        0.00943995 |      0.000429761 |               1024 |           100 | Mean            |     0.01   | {'batch_size': 1024, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 0.01}   |            0.298911 |            0.295891 |            0.302035 |            0.296073 |            0.2865   |          0.295882 |       0.00519808 |               124 |
| 181 |         9.34286 |    0.0327173   |        0.00930219 |      0.000234708 |               1024 |           100 | Mean            |     0.001  | {'batch_size': 1024, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 0.001}  |            0.312968 |            0.322181 |            0.312881 |            0.318991 |            0.319812 |          0.317366 |       0.00377556 |                88 |
| 182 |         9.31289 |    0.0305529   |        0.00934944 |      0.000260433 |               1024 |           100 | Mean            |     0.0001 | {'batch_size': 1024, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 0.0001} |            0.424257 |            0.397147 |            0.39804  |            0.426208 |            0.377175 |          0.404565 |       0.018461   |                53 |
| 183 |         9.3272  |    0.0265821   |        0.00934339 |      0.000195414 |               1024 |           100 | Mean            |     1e-05  | {'batch_size': 1024, 'epoch': 100, 'loss_fn': 'Mean', 'lr': 1e-05}  |            0.76848  |            0.74005  |            0.818135 |            0.731914 |            0.75222  |          0.76216  |       0.0305799  |                22 |
| 184 |        13.8736  |    0.0566043   |        0.00939164 |      0.000280207 |               1024 |           150 | MSE             |     0.01   | {'batch_size': 1024, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 0.01}    |            0.199621 |            0.215939 |            0.22923  |            0.221426 |            0.202496 |          0.213742 |       0.0112215  |               179 |
| 185 |        13.9029  |    0.037566    |        0.00937409 |      0.000352716 |               1024 |           150 | MSE             |     0.001  | {'batch_size': 1024, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 0.001}   |            0.229062 |            0.230634 |            0.218993 |            0.216783 |            0.224505 |          0.223995 |       0.0054228  |               160 |
| 186 |        13.9349  |    0.0779689   |        0.00934224 |      0.000279311 |               1024 |           150 | MSE             |     0.0001 | {'batch_size': 1024, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 0.0001}  |            0.320049 |            0.304393 |            0.331537 |            0.335997 |            0.279254 |          0.314246 |       0.0206267  |                92 |
| 187 |        13.9078  |    0.0270212   |        0.00946259 |      0.000331146 |               1024 |           150 | MSE             |     1e-05  | {'batch_size': 1024, 'epoch': 150, 'loss_fn': 'MSE', 'lr': 1e-05}   |            0.977983 |            0.977172 |            0.941998 |            0.843353 |            0.97777  |          0.943655 |       0.0520171  |                 9 |
| 188 |        14.006   |    0.0438983   |        0.00947285 |      0.000273791 |               1024 |           150 | Mean            |     0.01   | {'batch_size': 1024, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 0.01}   |            0.283933 |            0.289432 |            0.293964 |            0.297912 |            0.288976 |          0.290843 |       0.00475248 |               132 |
| 189 |        14.0627  |    0.109157    |        0.00950146 |      0.000281391 |               1024 |           150 | Mean            |     0.001  | {'batch_size': 1024, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 0.001}  |            0.311028 |            0.306499 |            0.312136 |            0.319735 |            0.312906 |          0.312461 |       0.00426189 |                98 |
| 190 |        14.0533  |    0.100137    |        0.00935068 |      0.000269885 |               1024 |           150 | Mean            |     0.0001 | {'batch_size': 1024, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 0.0001} |            0.382127 |            0.398358 |            0.386788 |            0.388777 |            0.358555 |          0.382921 |       0.0132808  |                56 |
| 191 |        13.9904  |    0.0462624   |        0.0096066  |      0.000225659 |               1024 |           150 | Mean            |     1e-05  | {'batch_size': 1024, 'epoch': 150, 'loss_fn': 'Mean', 'lr': 1e-05}  |            0.805659 |            0.802231 |            0.729888 |            0.812165 |            0.746359 |          0.77926  |       0.034139   |                18 |
+-----+-----------------+----------------+-------------------+------------------+--------------------+---------------+-----------------+------------+---------------------------------------------------------------------+---------------------+---------------------+---------------------+---------------------+---------------------+-------------------+------------------+-------------------+
